No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,AES Digital Encryption,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming,DMR MODE,DataACK Disable,R5toneBot,R5ToneEot,Auto Scan,Ana Aprs Mute,Send Talker Alias
1175,2RWK KurraJ U,439.825,434.825,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1176,2RWP WolumP,439.9,434.9,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1177,2RWS BerowraNth,438.275,432.875,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1179,3RAD Mitcham,438.525,431.525,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1180,3RAJ Upwey U,439.75,434.75,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1181,3RBA Bunyng U,439.275,434.275,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1182,3RBH Geelong,438.175,431.175,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1183,3RBL BamblSth,439.825,434.825,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1184,3RBO SpecimnH,438.025,433.025,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1185,3RBP Horsham,439.7,434.7,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1186,3RBU MtHollowbk,438.475,433.475,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1187,3RBW MtGisbrne,438.45,433.45,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1188,3RBY Bayswtr,439.625,434.625,A-Analog,High,25K,Off,88.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1189,3RCC MelbCty,438.025,433.025,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1190,3RCD Kinglake,438.1875,432.7875,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1191,3RCP Ouyen,438.025,433.025,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1192,3RCU MtMoliagl,438.35,433.35,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1193,3RCU MtMoliagl 2,438.425,433.425,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1194,3RDU Major U,438.075,433.075,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1195,3RDU Major U2,439.875,434.875,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1196,3RDX MtWavrly,439.6,434.6,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1197,3RFY Hillsd U,438.4,433.4,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1198,3RGC MoPell U,439.575,434.575,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1199,3RGS MtFatigue,438.375,433.375,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1200,3RGV Wombat,438.65,431.65,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1201,3RGW Cborn,439.475,434.475,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1202,3RHF Olinda,438.75,433.75,A-Analog,High,25K,Off,88.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1203,3RHF MtMcdn,438.875,431.875,A-Analog,High,25K,Off,88.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1204,3RHO Hotham,438.375,433.375,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1205,3RLE Paps,438.125,433.125,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1206,3RLP Ceres,438.5,433.5,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1207,3RLV Tassie U,438.375,433.375,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1208,3RMC NarWar U,439.375,434.375,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1209,3RMC NarWar U2,439.875,434.875,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1210,3RMG MtBrghton,439.95,434.95,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1211,3RMN KLake U,439.45,434.45,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1212,3RMS Olind2 U,438.225,433.225,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1213,3RMU StLeo U,439.8,434.8,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1214,3RNE BigBen U,439.425,434.425,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1215,3RNU MtStnley,438.525,433.525,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1216,3RPL Portld U,439.95,434.95,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1217,3RPU ArthrSeat,439.85,434.85,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1218,3RPW WICEN 1,438.275,433.275,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1219,3RPW WICEN 2,438.625,433.625,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1220,3RRU Merbein,438.525,433.525,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1221,3RSA Emerald,439.65,434.65,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1222,3RSB MtStLeo,439.55,434.55,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1223,3RSE GlenWvrly,439.9,434.9,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1224,3RSS Portable,439.975,434.975,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1225,3RSV NoblPark,439.425,434.425,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1226,3RTA Beulah,438.125,431.125,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1227,3RUG DevlsRvr,438.175,433.175,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1228,3RVZ Brighton,438.6,431.6,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1229,3RWD Seaview,438.575,433.575,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1230,3RWE WICEN,438.275,433.275,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1231,3RWE Portable,438.625,433.625,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1232,3RWG BawSq U,438.375,433.375,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1233,3RWI WICEN 1,438.275,433.275,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1234,3RWI WICEN 2,438.625,433.625,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1235,3RWL Warnum U,439.875,434.875,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1236,3RWO BaldH U,438.6,431.6,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1237,3RWP Portable 3,438.625,433.625,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1238,3RWP WICEN,439.925,434.925,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1239,3RWP Portable,439.975,434.975,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1240,3RWR WICEN U1,438.275,433.275,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1241,3RWR WICEN U2,438.625,433.625,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1242,3RWU MtWilliam,438.675,433.675,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1243,3RYV Briart U,439.3,434.3,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1245,4REG MtMowblln,438.65,433.65,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1246,4RAG BlkMtn U,438.625,433.625,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1247,4RAI Knobby U,439.325,434.325,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1248,4RAR MtArchr U,438.225,433.225,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1249,4RAT MtStuart U,438.225,433.225,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1250,4RBA Rchdale U,439.95,434.95,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1251,4RBK Tolga,439.9,434.9,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1252,4RBR MtGravtt U,438.275,433.275,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1253,4RBS AlxndraH U,439.725,434.725,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1254,4RBT Wongawlln U,439.825,434.825,A-Analog,High,25K,Off,91.5,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1255,4RBU MtGoon U,438.775,433.775,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1256,4RBW BundaN,439.775,434.775,A-Analog,High,25K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
1257,4RBX Knobby,438.425,433.425,A-Analog,High,25K,Off,123,Worldwide,Group Call,1,VKXXXX Name,Off,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
