No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,AES Digital Encryption,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming,DMR MODE,DataACK Disable,R5toneBot,R5ToneEot,Auto Scan,Ana Aprs Mute,Send Talker Alias
167,2RHT Vic,438.35,432.95,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
168,2RHT Qld,438.35,432.95,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
169,2RHT SA,438.35,432.95,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
170,2RHT WA,438.35,432.95,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
171,2RHT Tas,438.35,432.95,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
172,2RHT NT,438.35,432.95,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
173,2RHT Local,438.35,432.95,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
174,2RHT State Link,438.35,432.95,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
175,2RHT AU Nets,438.35,432.95,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
176,2RHT AU Repeat 1,438.35,432.95,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
177,2RHT AU Repeat 2,438.35,432.95,D-Digital,High,12.5K,Off,Off,AU Repeater 2,Group Call,3810,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
178,2RHT User Act 1,438.35,432.95,D-Digital,High,12.5K,Off,Off,User Act Eng 1,Group Call,113,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
179,2RHT User Act 2,438.35,432.95,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
180,2RHT World Eng,438.35,432.95,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
182,2RLE AU,438.425,433.425,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
183,2RLE ACT,438.425,433.425,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
